Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;AC;RIO BRANCO;AUTO POSTO JUNIOR LTDA; 63.605.703/0001-63;AVENIDA GETULIO VARGAS;3149;;VILA IVONETE;69914-000;DIESEL;07/01/2009;2,45;2,0972;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;AUTO POSTO CENTRAL LTDA; 63.601.249/0001-72;AVENIDA CEARÁ;1114;;CENTRO;69900-460;GASOLINA;07/01/2009;2,93;;R$ / litro;RAIZEN
N;AC;RIO BRANCO;AUTO POSTO CENTRAL LTDA; 63.601.249/0001-72;AVENIDA CEARÁ;1114;;CENTRO;69900-460;ETANOL;07/01/2009;2,06;1,7002;R$ / litro;RAIZEN
N;AC;RIO BRANCO;AUTO POSTO CENTRAL LTDA; 63.601.249/0001-72;AVENIDA CEARÁ;1114;;CENTRO;69900-460;DIESEL;07/01/2009;2,49;;R$ / litro;RAIZEN
N;AC;RIO BRANCO;AUTO POSTO SANTO ANTONIO LTDA; 14.412.076/0001-39;RUA ISAURA PARENTE;3265;;EST EXPERIMENTAL;69908-210;GASOLINA;06/01/2009;2,92;;R$ / litro;RAIZEN
N;AC;RIO BRANCO;AUTO POSTO SANTO ANTONIO LTDA; 14.412.076/0001-39;RUA ISAURA PARENTE;3265;;EST EXPERIMENTAL;69908-210;ETANOL;06/01/2009;2,06;1,7002;R$ / litro;RAIZEN
N;AC;RIO BRANCO;AUTO POSTO SANTO ANTONIO LTDA; 14.412.076/0001-39;RUA ISAURA PARENTE;3265;;EST EXPERIMENTAL;69908-210;DIESEL;06/01/2009;2,45;;R$ / litro;RAIZEN
N;AC;RIO BRANCO;POSTO BONZAO LTDA; 14.315.998/0001-28;RUA DOM BOSCO 1;257;;BOSQUE;69900-643;GASOLINA;07/01/2009;2,92;2,4393;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;POSTO BONZAO LTDA; 14.315.998/0001-28;RUA DOM BOSCO 1;257;;BOSQUE;69900-643;ETANOL;07/01/2009;2,1;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;POSTO BONZAO LTDA; 14.315.998/0001-28;RUA DOM BOSCO 1;257;;BOSQUE;69900-643;DIESEL;07/01/2009;2,45;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;POSTO FLORESTA E AGROPECUARIA LTDA; 04.767.269/0001-59;ESTRADA DA FLORESTA;684;;FLORESTA;69906-380;GASOLINA;07/01/2009;2,93;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;POSTO FLORESTA E AGROPECUARIA LTDA; 04.767.269/0001-59;ESTRADA DA FLORESTA;684;;FLORESTA;69906-380;ETANOL;07/01/2009;2,05;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;POSTO FLORESTA E AGROPECUARIA LTDA; 04.767.269/0001-59;ESTRADA DA FLORESTA;684;;FLORESTA;69906-380;DIESEL;07/01/2009;2,44;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;SILVA & FILHO LTDA; 04.754.643/0001-81;ESTRADA DIAS MARTINS;1,465;;DISTRITO INDUSTRIAL;69911-845;GASOLINA;07/01/2009;2,93;2,4775;R$ / litro;DNP
N;AC;RIO BRANCO;SILVA & FILHO LTDA; 04.754.643/0001-81;ESTRADA DIAS MARTINS;1,465;;DISTRITO INDUSTRIAL;69911-845;ETANOL;07/01/2009;2,1;;R$ / litro;DNP
N;AC;RIO BRANCO;SILVA & FILHO LTDA; 04.754.643/0001-81;ESTRADA DIAS MARTINS;1,465;;DISTRITO INDUSTRIAL;69911-845;DIESEL;07/01/2009;2,5;;R$ / litro;DNP
N;AC;RIO BRANCO;AUTO POSTO MODELO LTDA.; 04.514.063/0001-17;AVENIDA GETÚLIO VARGAS;1729;0;BOSQUE;69908-650;GASOLINA;07/01/2009;2,9;2,4393;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;AUTO POSTO MODELO LTDA.; 04.514.063/0001-17;AVENIDA GETÚLIO VARGAS;1729;0;BOSQUE;69908-650;ETANOL;07/01/2009;2,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;AUTO POSTO MODELO LTDA.; 04.514.063/0001-17;AVENIDA GETÚLIO VARGAS;1729;0;BOSQUE;69908-650;DIESEL;07/01/2009;2,4;2,1669;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;AUTO POSTO RD LTDA.; 04.077.459/0001-44;RUA MINAS GERAIS;1412;ESQ. A RUA LEBLON;IVETE VARGAS;69906-000;GASOLINA;07/01/2009;2,92;2,3653;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;AUTO POSTO RD LTDA.; 04.077.459/0001-44;RUA MINAS GERAIS;1412;ESQ. A RUA LEBLON;IVETE VARGAS;69906-000;ETANOL;07/01/2009;2,09;1,7612;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;AUTO POSTO RD LTDA.; 04.077.459/0001-44;RUA MINAS GERAIS;1412;ESQ. A RUA LEBLON;IVETE VARGAS;69906-000;DIESEL;07/01/2009;2,45;2,1153;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;JOAO FERREIRA DA CUNHA; 04.068.342/0001-02;RUA 6 DE AGOSTO;31;;SEIS DE AGOSTO;69905-629;GASOLINA;07/01/2009;2,93;;R$ / litro;BUD
N;AC;RIO BRANCO;JOAO FERREIRA DA CUNHA; 04.068.342/0001-02;RUA 6 DE AGOSTO;31;;SEIS DE AGOSTO;69905-629;ETANOL;07/01/2009;2,06;;R$ / litro;BUD
N;AC;RIO BRANCO;JOAO FERREIRA DA CUNHA; 04.068.342/0001-02;RUA 6 DE AGOSTO;31;;SEIS DE AGOSTO;69905-629;DIESEL;07/01/2009;2,45;;R$ / litro;BUD
N;AC;RIO BRANCO;POSTO TRIÂNGULO LTDA.; 04.045.191/0001-69;RUA BOULEVARD AUGUSTO MONTEIRO;1268;0;TRIÂNGULO;69901-230;GASOLINA;07/01/2009;2,92;2,4991;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;POSTO TRIÂNGULO LTDA.; 04.045.191/0001-69;RUA BOULEVARD AUGUSTO MONTEIRO;1268;0;TRIÂNGULO;69901-230;ETANOL;07/01/2009;2,09;1,8442;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;POSTO TRIÂNGULO LTDA.; 04.045.191/0001-69;RUA BOULEVARD AUGUSTO MONTEIRO;1268;0;TRIÂNGULO;69901-230;DIESEL;07/01/2009;2,43;2,1726;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;RIO BRANCO;BRITA LINS COMERCIO E EXPLORACAO DE MINERIOS LTDA; 00.542.929/0001-42;RODOVIA BR 364 ENTRONCAMENTO C/ AC- 40;S/N;KM 01;CORRENTE;69901-180;GASOLINA;07/01/2009;2,88;2,3362;R$ / litro;BRANCA
N;AC;RIO BRANCO;BRITA LINS COMERCIO E EXPLORACAO DE MINERIOS LTDA; 00.542.929/0001-42;RODOVIA BR 364 ENTRONCAMENTO C/ AC- 40;S/N;KM 01;CORRENTE;69901-180;ETANOL;07/01/2009;1,99;;R$ / litro;BRANCA
N;AC;RIO BRANCO;BRITA LINS COMERCIO E EXPLORACAO DE MINERIOS LTDA; 00.542.929/0001-42;RODOVIA BR 364 ENTRONCAMENTO C/ AC- 40;S/N;KM 01;CORRENTE;69901-180;DIESEL;07/01/2009;2,36;2,1158;R$ / litro;BRANCA
N;AC;SENA MADUREIRA;SENA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 63.609.002/0001-00;AVENIDA BRASIL;2154;;TRIANGULO;69940-000;GASOLINA;06/01/2009;3,08;2,447;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;SENA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 63.609.002/0001-00;AVENIDA BRASIL;2154;;TRIANGULO;69940-000;ETANOL;06/01/2009;2,22;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;SENA COMERCIO DE DERIVADOS DE PETROLEO LTDA; 63.609.002/0001-00;AVENIDA BRASIL;2154;;TRIANGULO;69940-000;DIESEL;06/01/2009;2,48;2,136;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;J.N.COMERCIO DE DERIVADOS DE PETROLEO LTDA. - EPP; 34.705.087/0001-14;AVENIDA AVELINO CHAVES;200;;CENTRO;69940-000;GASOLINA;06/01/2009;3,1;2,52;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;J.N.COMERCIO DE DERIVADOS DE PETROLEO LTDA. - EPP; 34.705.087/0001-14;AVENIDA AVELINO CHAVES;200;;CENTRO;69940-000;ETANOL;06/01/2009;2,22;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;J.N.COMERCIO DE DERIVADOS DE PETROLEO LTDA. - EPP; 34.705.087/0001-14;AVENIDA AVELINO CHAVES;200;;CENTRO;69940-000;DIESEL;06/01/2009;2,48;2,136;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;GONCALVES E FREITAS LTDA; 04.016.507/0002-75;RUA SARGENTO SOUZA;689;;CENTO;69940-000;GASOLINA;06/01/2009;3,1;;R$ / litro;BRANCA
N;AC;SENA MADUREIRA;GONCALVES E FREITAS LTDA; 04.016.507/0002-75;RUA SARGENTO SOUZA;689;;CENTO;69940-000;DIESEL;06/01/2009;2,6;;R$ / litro;BRANCA
N;AC;SENA MADUREIRA;GONCALVES E FREITAS LTDA; 04.016.507/0001-94;RUA PADRE EGIDIO;341;;CENTRO;69940-000;GASOLINA;06/01/2009;3,1;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;GONCALVES E FREITAS LTDA; 04.016.507/0001-94;RUA PADRE EGIDIO;341;;CENTRO;69940-000;ETANOL;06/01/2009;2,3;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;GONCALVES E FREITAS LTDA; 04.016.507/0001-94;RUA PADRE EGIDIO;341;;CENTRO;69940-000;DIESEL;06/01/2009;2,6;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;SENA MADUREIRA;PETROSENA LTDA - ME; 03.864.861/0001-06;AVENIDA BRASIL;1156;;JORGE ALVES JUNIOR;69940-000;GASOLINA;06/01/2009;3,09;;R$ / litro;EQUADOR
N;AC;SENA MADUREIRA;PETROSENA LTDA - ME; 03.864.861/0001-06;AVENIDA BRASIL;1156;;JORGE ALVES JUNIOR;69940-000;ETANOL;06/01/2009;2,27;;R$ / litro;EQUADOR
N;AC;SENA MADUREIRA;PETROSENA LTDA - ME; 03.864.861/0001-06;AVENIDA BRASIL;1156;;JORGE ALVES JUNIOR;69940-000;DIESEL;06/01/2009;2,59;;R$ / litro;EQUADOR
N;AC;SENADOR GUIOMARD;AUTO POSTO SANTA RITA LTDA.; 07.600.665/0001-85;AVENIDA CASTELO BRANCO;122;;TRIUNFO;69925-000;GASOLINA;06/01/2009;2,93;2,36;R$ / litro;DNP
N;AC;SENADOR GUIOMARD;AUTO POSTO SANTA RITA LTDA.; 07.600.665/0001-85;AVENIDA CASTELO BRANCO;122;;TRIUNFO;69925-000;ETANOL;06/01/2009;2,24;1,7405;R$ / litro;DNP
N;AC;SENADOR GUIOMARD;AUTO POSTO SANTA RITA LTDA.; 07.600.665/0001-85;AVENIDA CASTELO BRANCO;122;;TRIUNFO;69925-000;DIESEL;06/01/2009;2,42;2,1145;R$ / litro;DNP
N;AC;SENADOR GUIOMARD;AUTO POSTO QUINARI LTDA; 10.209.732/0001-40;AVENIDA CASTELO BRANCO;2709;;CENTRO;69925-000;GASOLINA;06/01/2009;2,93;;R$ / litro;RAIZEN
N;AC;SENADOR GUIOMARD;AUTO POSTO QUINARI LTDA; 10.209.732/0001-40;AVENIDA CASTELO BRANCO;2709;;CENTRO;69925-000;ETANOL;06/01/2009;2,24;;R$ / litro;RAIZEN
N;AC;SENADOR GUIOMARD;AUTO POSTO QUINARI LTDA; 10.209.732/0001-40;AVENIDA CASTELO BRANCO;2709;;CENTRO;69925-000;DIESEL;06/01/2009;2,42;;R$ / litro;RAIZEN
N;AC;SENADOR GUIOMARD;F HAMAGUCHI AQUINO - ME; 84.305.259/0001-30;RUA CASTELO BRANCO;776;;CENTRO;69925-000;GASOLINA;06/01/2009;2,93;2,3595;R$ / litro;DNP
N;AC;SENADOR GUIOMARD;F HAMAGUCHI AQUINO - ME; 84.305.259/0001-30;RUA CASTELO BRANCO;776;;CENTRO;69925-000;ETANOL;06/01/2009;2,25;1,765;R$ / litro;DNP
N;AC;SENADOR GUIOMARD;F HAMAGUCHI AQUINO - ME; 84.305.259/0001-30;RUA CASTELO BRANCO;776;;CENTRO;69925-000;DIESEL;06/01/2009;2,48;2,1115;R$ / litro;DNP
N;AC;TARAUACA;J. L. MELO; 07.766.965/0001-39;RUA JOÃO DE PAIVA;3;;CENTRO;69970-000;GASOLINA;05/01/2009;3,3;2,7;R$ / litro;BRANCA
N;AC;TARAUACA;J. L. MELO; 07.766.965/0001-39;RUA JOÃO DE PAIVA;3;;CENTRO;69970-000;DIESEL;05/01/2009;2,75;2,3175;R$ / litro;BRANCA
N;AC;TARAUACA;J. MOURAO COMERCIO E TRANSPORTES LTDA - EPP; 03.492.648/0002-00;AVENIDA TANCREDO NEVES;671;;CENTRO;69970-000;GASOLINA;05/01/2009;3,3;;R$ / litro;BRANCA
N;AC;TARAUACA;J. MOURAO COMERCIO E TRANSPORTES LTDA - EPP; 03.492.648/0002-00;AVENIDA TANCREDO NEVES;671;;CENTRO;69970-000;DIESEL;05/01/2009;2,75;;R$ / litro;BRANCA
N;AC;TARAUACA;FIGUEREDO & CIA LTDA; 14.276.935/0001-00;RUA TRINTA E UM DE MARCO;S/N;;CENTRO;69970-000;GASOLINA;05/01/2009;3,3;2,7;R$ / litro;BRANCA
N;AC;TARAUACA;FIGUEREDO & CIA LTDA; 14.276.935/0001-00;RUA TRINTA E UM DE MARCO;S/N;;CENTRO;69970-000;DIESEL;05/01/2009;2,75;2,31;R$ / litro;BRANCA
N;AC;TARAUACA;TOMAZ NAVEGACOES LTDA; 03.454.192/0001-02;RUA EPAMINONDAS JACOME;S/N;;CENTRO;69970-000;GASOLINA;05/01/2009;3,3;;R$ / litro;BRANCA
N;AC;TARAUACA;POSTO RI LTDA; 63.604.631/0002-10;RUA 31 DE MARCO - MARGEM ESQUERDA;S/N;RIO TARAUACA;CENTRO;69970-000;GASOLINA;05/01/2009;3,3;2,7;R$ / litro;BRANCA
N;AC;TARAUACA;POSTO RI LTDA; 63.604.631/0002-10;RUA 31 DE MARCO - MARGEM ESQUERDA;S/N;RIO TARAUACA;CENTRO;69970-000;DIESEL;05/01/2009;2,75;2,3171;R$ / litro;BRANCA
N;AC;XAPURI;AUTO POSTO MALABAH LTDA - ME; 04.149.034/0001-01;RUA CEL. BRANDAO;S/N;;CENTRO;69930-000;GASOLINA;06/01/2009;3,06;2,3595;R$ / litro;BRANCA
N;AC;XAPURI;AUTO POSTO MALABAH LTDA - ME; 04.149.034/0001-01;RUA CEL. BRANDAO;S/N;;CENTRO;69930-000;ETANOL;06/01/2009;2,43;1,765;R$ / litro;BRANCA
N;AC;XAPURI;AUTO POSTO MALABAH LTDA - ME; 04.149.034/0001-01;RUA CEL. BRANDAO;S/N;;CENTRO;69930-000;DIESEL;06/01/2009;2,55;2,1115;R$ / litro;BRANCA
N;AC;XAPURI;CASA PORTUGUESA LTDA; 04.111.175/0002-08;RUA CORONEL BRANDÃO;S/N;POSTO;CENTRO;69930-000;GASOLINA;06/01/2009;3,06;2,4753;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AC;XAPURI;CASA PORTUGUESA LTDA; 04.111.175/0002-08;RUA CORONEL BRANDÃO;S/N;POSTO;CENTRO;69930-000;DIESEL;06/01/2009;2,55;2,237;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;AUTO POSTO RONI LTDA; 07.611.497/0002-04;RODOVIA AL 110 - KM 72;8766;;ZONA RURAL;57318-100;GASOLINA;06/01/2009;2,69;2,192;R$ / litro;BRANCA
NE;AL;ARAPIRACA;AUTO POSTO RONI LTDA; 07.611.497/0002-04;RODOVIA AL 110 - KM 72;8766;;ZONA RURAL;57318-100;ETANOL;06/01/2009;1,66;1,3398;R$ / litro;BRANCA
NE;AL;ARAPIRACA;NEUSVALDO ALVES BARBOSA & CIA LTDA.; 05.964.486/0001-00;RODOVIA AL 220;3790;;PLANALTO;57380-000;GASOLINA;06/01/2009;2,59;;R$ / litro;PETROX DISTRIBUIDORA
NE;AL;ARAPIRACA;NEUSVALDO ALVES BARBOSA & CIA LTDA.; 05.964.486/0001-00;RODOVIA AL 220;3790;;PLANALTO;57380-000;ETANOL;06/01/2009;1,68;;R$ / litro;PETROX DISTRIBUIDORA
NE;AL;ARAPIRACA;NEUSVALDO ALVES BARBOSA & CIA LTDA.; 05.964.486/0001-00;RODOVIA AL 220;3790;;PLANALTO;57380-000;DIESEL;06/01/2009;2,039;;R$ / litro;PETROX DISTRIBUIDORA
NE;AL;ARAPIRACA;NEUZA FERREIRA GOMES; 06.290.931/0001-58;SÍTIO BARREIRAS;S/N;;ZONA RURAL;57318-600;GASOLINA;06/01/2009;2,699;;R$ / litro;PETROX DISTRIBUIDORA
NE;AL;ARAPIRACA;NEUZA FERREIRA GOMES; 06.290.931/0001-58;SÍTIO BARREIRAS;S/N;;ZONA RURAL;57318-600;ETANOL;06/01/2009;1,82;;R$ / litro;PETROX DISTRIBUIDORA
NE;AL;ARAPIRACA;NEUZA FERREIRA GOMES; 06.290.931/0001-58;SÍTIO BARREIRAS;S/N;;ZONA RURAL;57318-600;DIESEL;06/01/2009;2,069;;R$ / litro;PETROX DISTRIBUIDORA
NE;AL;ARAPIRACA;L C A SOARES; 01.654.119/0001-40;RUA EXPEDICIONÁRIOS BRASILEIROS;11;QD. 17;CENTRO;57300-590;GASOLINA;06/01/2009;2,65;2,182;R$ / litro;BRANCA
NE;AL;ARAPIRACA;L C A SOARES; 01.654.119/0001-40;RUA EXPEDICIONÁRIOS BRASILEIROS;11;QD. 17;CENTRO;57300-590;ETANOL;06/01/2009;1,66;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;POSTO AQUARIUS LTDA; 06.161.134/0001-70;RODOVIA AL 110;S/N;KM 70;BRASILIA;57302-045;GASOLINA;06/01/2009;2,59;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;POSTO AQUARIUS LTDA; 06.161.134/0001-70;RODOVIA AL 110;S/N;KM 70;BRASILIA;57302-045;ETANOL;06/01/2009;1,749;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;POSTO AQUARIUS LTDA; 06.161.134/0001-70;RODOVIA AL 110;S/N;KM 70;BRASILIA;57302-045;DIESEL;06/01/2009;2,06;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;DEPAL - DISTRIBUIDORA DE DERIVADOS DE PETROLEO LTDA.; 06.069.586/0001-27;RUA SÃO FRANCISCO;15;;CENTRO;57300-080;GASOLINA;06/01/2009;2,7;2,182;R$ / litro;BRANCA
NE;AL;ARAPIRACA;DEPAL - DISTRIBUIDORA DE DERIVADOS DE PETROLEO LTDA.; 06.069.586/0001-27;RUA SÃO FRANCISCO;15;;CENTRO;57300-080;ETANOL;06/01/2009;1,65;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;POSTO ARAPIRACA LTDA; 12.451.076/0004-65;RODOVIA AL 220;105;KM 68;CANAFISTULA;57302-605;GASOLINA;06/01/2009;2,749;2,255;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;POSTO ARAPIRACA LTDA; 12.451.076/0004-65;RODOVIA AL 220;105;KM 68;CANAFISTULA;57302-605;ETANOL;06/01/2009;1,887;1,4535;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;POSTO ARAPIRACA LTDA; 12.451.076/0004-65;RODOVIA AL 220;105;KM 68;CANAFISTULA;57302-605;DIESEL;06/01/2009;2,099;1,8987;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;QUENTINO & COSTA LTDA; 05.105.925/0001-10;RUA DOM JONAS BATINGA;4;;CENTRO;57301-130;GASOLINA;06/01/2009;2,649;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;QUENTINO & COSTA LTDA; 05.105.925/0001-10;RUA DOM JONAS BATINGA;4;;CENTRO;57301-130;ETANOL;06/01/2009;1,649;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;QUENTINO & COSTA LTDA; 05.105.925/0001-10;RUA DOM JONAS BATINGA;4;;CENTRO;57301-130;DIESEL;06/01/2009;2,08;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;COMERCIAL DE COMBUSTÍVEIS E LUBRIFICANTES VITAL LTDA.; 02.817.655/0001-82;RODOVIA AL 220;S/N.º;KM 06;PLANALTO;57308-000;GASOLINA;06/01/2009;2,798;2,1991;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;COMERCIAL DE COMBUSTÍVEIS E LUBRIFICANTES VITAL LTDA.; 02.817.655/0001-82;RODOVIA AL 220;S/N.º;KM 06;PLANALTO;57308-000;ETANOL;06/01/2009;1,869;1,3867;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;COMERCIAL DE COMBUSTÍVEIS E LUBRIFICANTES VITAL LTDA.; 02.817.655/0001-82;RODOVIA AL 220;S/N.º;KM 06;PLANALTO;57308-000;DIESEL;06/01/2009;2,125;1,907;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0004-03;RUA BENJAMIM FREIRE DE AMORIM;2135;;JARDIM ESPERANÇA;57307-620;GASOLINA;06/01/2009;2,59;2,184;R$ / litro;BRANCA
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0004-03;RUA BENJAMIM FREIRE DE AMORIM;2135;;JARDIM ESPERANÇA;57307-620;ETANOL;06/01/2009;1,69;1,3195;R$ / litro;BRANCA
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0004-03;RUA BENJAMIM FREIRE DE AMORIM;2135;;JARDIM ESPERANÇA;57307-620;DIESEL;06/01/2009;2,04;1,893;R$ / litro;BRANCA
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0001-52;RUA CORONEL VICENTE RAMOS;838;;OLHO D¿AGUA DOS CAZUZINHOS;57312-350;GASOLINA;06/01/2009;2,59;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0001-52;RUA CORONEL VICENTE RAMOS;838;;OLHO D¿AGUA DOS CAZUZINHOS;57312-350;ETANOL;06/01/2009;1,69;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0001-52;RUA CORONEL VICENTE RAMOS;838;;OLHO D¿AGUA DOS CAZUZINHOS;57312-350;DIESEL;06/01/2009;2,04;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;RODO CENTER AUTO POSTO LTDA; 40.921.967/0001-20;RODOVIA AL 220;SN;KM 06;JARDIM ESPERANCA;57304-820;GASOLINA;06/01/2009;2,79;2,212;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;RODO CENTER AUTO POSTO LTDA; 40.921.967/0001-20;RODOVIA AL 220;SN;KM 06;JARDIM ESPERANCA;57304-820;ETANOL;06/01/2009;1,86;1,3763;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;RODO CENTER AUTO POSTO LTDA; 40.921.967/0001-20;RODOVIA AL 220;SN;KM 06;JARDIM ESPERANCA;57304-820;DIESEL;06/01/2009;2,12;1,926;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;CIRIO ANTONIO DE SOUZA CIA LTDA; 12.419.768/0001-83;RUA EXPEDICIONARIOS BRASILEIROS;1061;;ELDORADO;57306-000;GASOLINA;06/01/2009;2,599;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;CIRIO ANTONIO DE SOUZA CIA LTDA; 12.419.768/0001-83;RUA EXPEDICIONARIOS BRASILEIROS;1061;;ELDORADO;57306-000;ETANOL;06/01/2009;1,79;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;CIRIO ANTONIO DE SOUZA CIA LTDA; 12.419.768/0001-83;RUA EXPEDICIONARIOS BRASILEIROS;1061;;ELDORADO;57306-000;DIESEL;06/01/2009;2,075;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA; 12.396.339/0001-38;RUA QUINZE DE NOVEMBRO;451;;BRASILIA;57313-015;GASOLINA;06/01/2009;2,68;;R$ / litro;RAIZEN
NE;AL;ARAPIRACA;DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA; 12.396.339/0001-38;RUA QUINZE DE NOVEMBRO;451;;BRASILIA;57313-015;ETANOL;06/01/2009;1,89;;R$ / litro;RAIZEN
NE;AL;ARAPIRACA;DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA; 12.396.339/0001-38;RUA QUINZE DE NOVEMBRO;451;;BRASILIA;57313-015;DIESEL;06/01/2009;2,09;;R$ / litro;RAIZEN
NE;AL;DELMIRO GOUVEIA;JOSÉ AMARAL BEZERRA DELGADO; 08.080.785/0001-61;RUA VISCONDE DE MAUÁ;280;;CENTRO;57480-000;GASOLINA;05/01/2009;2,79;2,339;R$ / litro;BRANCA
NE;AL;DELMIRO GOUVEIA;JOSÉ AMARAL BEZERRA DELGADO; 08.080.785/0001-61;RUA VISCONDE DE MAUÁ;280;;CENTRO;57480-000;ETANOL;05/01/2009;2,07;;R$ / litro;BRANCA
NE;AL;DELMIRO GOUVEIA;JOSÉ AMARAL BEZERRA DELGADO; 08.080.785/0001-61;RUA VISCONDE DE MAUÁ;280;;CENTRO;57480-000;DIESEL;05/01/2009;2,12;1,992;R$ / litro;BRANCA
NE;AL;DELMIRO GOUVEIA;AUTO POSTO FREITAS & MAIA LTDA; 12.436.978/0001-80;RUA FLORIANO PEIXOTO;247;;CENTRO;57480-000;GASOLINA;05/01/2009;2,79;2,3878;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DELMIRO GOUVEIA;AUTO POSTO FREITAS & MAIA LTDA; 12.436.978/0001-80;RUA FLORIANO PEIXOTO;247;;CENTRO;57480-000;ETANOL;05/01/2009;2,07;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
